AA ID EQUIPE,matricula,Data,Equipe,Nr_Ordem,Classe,Causa
06022026_EVL306,311293,2026-02-06,EVL306,15803746,312,10
06022026_EVL306,311815,2026-02-06,EVL306,15803746,312,10
06022026_EVL306,311293,2026-02-06,EVL306,15803206,799,897
06022026_EVL306,311815,2026-02-06,EVL306,15803206,799,897
06022026_EVL306,311293,2026-02-06,EVL306,15783139,799,897
06022026_EVL306,311815,2026-02-06,EVL306,15783139,799,897
06022026_EVL306,311293,2026-02-06,EVL306,15804901,301,490
06022026_EVL306,311815,2026-02-06,EVL306,15804901,301,490
06022026_EVL306,311293,2026-02-06,EVL306,15805521,342,343
06022026_EVL306,311815,2026-02-06,EVL306,15805521,342,343
07022026_EVL306,311815,2026-02-07,EVL306,15808156,312,300
07022026_EVL306,311603,2026-02-07,EVL306,15808156,312,300
07022026_EVL306,311815,2026-02-07,EVL306,15808454,127,880
07022026_EVL306,311603,2026-02-07,EVL306,15808454,127,880
07022026_EVL306,311815,2026-02-07,EVL306,15808431,342,343
07022026_EVL306,311603,2026-02-07,EVL306,15808431,342,343
07022026_EVL306,311815,2026-02-07,EVL306,15809557,312,10
07022026_EVL306,311603,2026-02-07,EVL306,15809557,312,10
08022026_EVL306,311463,2026-02-08,EVL306,15811628,311,620
08022026_EVL306,311338,2026-02-08,EVL306,15811628,311,620
08022026_EVL306,311463,2026-02-08,EVL306,15812141,341,620
08022026_EVL306,311338,2026-02-08,EVL306,15812141,341,620
08022026_EVL306,311463,2026-02-08,EVL306,15812031,311,620
08022026_EVL306,311338,2026-02-08,EVL306,15812031,311,620
08022026_EVL306,311463,2026-02-08,EVL306,15812370,341,620
08022026_EVL306,311338,2026-02-08,EVL306,15812370,341,620
09022026_EVL306,311588,2026-02-09,EVL306,15814311,381,343
09022026_EVL306,311293,2026-02-09,EVL306,15814311,381,343
09022026_EVL306,311588,2026-02-09,EVL306,15814949,381,343
09022026_EVL306,311293,2026-02-09,EVL306,15814949,381,343
09022026_EVL306,311588,2026-02-09,EVL306,15815217,311,440
09022026_EVL306,311293,2026-02-09,EVL306,15815217,311,440
09022026_EVL306,311588,2026-02-09,EVL306,15814875,311,440
09022026_EVL306,311293,2026-02-09,EVL306,15814875,311,440
09022026_EVL306,311588,2026-02-09,EVL306,15816460,311,490
09022026_EVL306,311293,2026-02-09,EVL306,15816460,311,490
10022026_EVL306,311588,2026-02-10,EVL306,15817900,311,300
10022026_EVL306,311603,2026-02-10,EVL306,15817900,311,300
10022026_EVL306,311588,2026-02-10,EVL306,15819368,311,440
10022026_EVL306,311603,2026-02-10,EVL306,15819368,311,440
10022026_EVL306,311588,2026-02-10,EVL306,15819585,311,440
10022026_EVL306,311603,2026-02-10,EVL306,15819585,311,440
10022026_EVL306,311588,2026-02-10,EVL306,15819889,311,440
10022026_EVL306,311603,2026-02-10,EVL306,15819889,311,440
10022026_EVL306,311588,2026-02-10,EVL306,15805034,799,897
10022026_EVL306,311603,2026-02-10,EVL306,15805034,799,897
11022026_EVL306,311853,2026-02-11,EVL306,15824862,341,620
11022026_EVL306,311869,2026-02-11,EVL306,15824862,341,620
11022026_EVL306,311853,2026-02-11,EVL306,15825396,311,490
11022026_EVL306,311869,2026-02-11,EVL306,15825396,311,490
11022026_EVL306,311853,2026-02-11,EVL306,15825723,311,490
11022026_EVL306,311869,2026-02-11,EVL306,15825723,311,490
11022026_EVL306,311853,2026-02-11,EVL306,15826428,341,620
11022026_EVL306,311869,2026-02-11,EVL306,15826428,341,620
11022026_EVL306,311853,2026-02-11,EVL306,15827719,799,897
11022026_EVL306,311869,2026-02-11,EVL306,15827719,799,897
13022026_EVL306,311869,2026-02-13,EVL306,15834704,311,490
13022026_EVL306,311853,2026-02-13,EVL306,15834704,311,490
13022026_EVL306,311869,2026-02-13,EVL306,15835403,799,897
13022026_EVL306,311853,2026-02-13,EVL306,15835403,799,897
13022026_EVL306,311869,2026-02-13,EVL306,15835580,341,620
13022026_EVL306,311853,2026-02-13,EVL306,15835580,341,620
13022026_EVL306,311869,2026-02-13,EVL306,15836276,341,620
13022026_EVL306,311853,2026-02-13,EVL306,15836276,341,620
13022026_EVL306,311869,2026-02-13,EVL306,15836433,343,620
13022026_EVL306,311853,2026-02-13,EVL306,15836433,343,620
14022026_EVL306,31873,2026-02-14,EVL306,15643456,799,897
14022026_EVL306,31865,2026-02-14,EVL306,15643456,799,897
14022026_EVL306,31873,2026-02-14,EVL306,15840325,301,311
14022026_EVL306,31865,2026-02-14,EVL306,15840325,301,311
14022026_EVL306,31873,2026-02-14,EVL306,15840694,312,10
14022026_EVL306,31865,2026-02-14,EVL306,15840694,312,10
14022026_EVL306,31873,2026-02-14,EVL306,15841669,312,10
14022026_EVL306,31865,2026-02-14,EVL306,15841669,312,10
15022026_EVL306,1112262,2026-02-15,EVL306,15843595,311,20
15022026_EVL306,311826,2026-02-15,EVL306,15843595,311,20
15022026_EVL306,1112262,2026-02-15,EVL306,15843754,799,897
15022026_EVL306,311826,2026-02-15,EVL306,15843754,799,897
15022026_EVL306,1112262,2026-02-15,EVL306,15843794,311,300
15022026_EVL306,311826,2026-02-15,EVL306,15843794,311,300
15022026_EVL306,1112262,2026-02-15,EVL306,15843727,799,897
15022026_EVL306,311826,2026-02-15,EVL306,15843727,799,897
15022026_EVL306,1112262,2026-02-15,EVL306,15843746,799,897
15022026_EVL306,311826,2026-02-15,EVL306,15843746,799,897
15022026_EVL306,1112262,2026-02-15,EVL306,15844091,311,300
15022026_EVL306,311826,2026-02-15,EVL306,15844091,311,300
15022026_EVL306,1112262,2026-02-15,EVL306,15844385,799,897
15022026_EVL306,311826,2026-02-15,EVL306,15844385,799,897
16022026_EVL306,311093,2026-02-16,EVL306,15846812,799,897
16022026_EVL306,31950,2026-02-16,EVL306,15846812,799,897
16022026_EVL306,311093,2026-02-16,EVL306,15847094,799,897
16022026_EVL306,31950,2026-02-16,EVL306,15847094,799,897
16022026_EVL306,311093,2026-02-16,EVL306,15847229,321,300
16022026_EVL306,31950,2026-02-16,EVL306,15847229,321,300
16022026_EVL306,311093,2026-02-16,EVL306,15847561,321,300
16022026_EVL306,31950,2026-02-16,EVL306,15847561,321,300
16022026_EVL306,311093,2026-02-16,EVL306,15847311,799,897
16022026_EVL306,31950,2026-02-16,EVL306,15847311,799,897
16022026_EVL306,311093,2026-02-16,EVL306,15847890,321,300
16022026_EVL306,31950,2026-02-16,EVL306,15847890,321,300
11022026_EVL305,1112358,2026-02-11,EVL305,15825231,126,880
11022026_EVL305,1112394,2026-02-11,EVL305,15825231,126,880
12022026_EVL305,1112358,2026-02-12,EVL305,15831027,341,620
12022026_EVL305,1112394,2026-02-12,EVL305,15831027,341,620
16022026_EVL305,1112358,2026-02-16,EVL305,15846911,799,897
16022026_EVL305,1112394,2026-02-16,EVL305,15846911,799,897
22022026_EVL305,1112358,2026-02-22,EVL305,15857015,799,897
22022026_EVL305,1112394,2026-02-22,EVL305,15857015,799,897
22022026_EVL305,1112358,2026-02-22,EVL305,15871554,341,620
22022026_EVL305,1112394,2026-02-22,EVL305,15871554,341,620
22022026_EVL305,1112358,2026-02-22,EVL305,15864755,799,899
22022026_EVL305,1112394,2026-02-22,EVL305,15864755,799,899
01022026_EVL304,31510,2026-02-01,EVL304,15776273,312,10
01022026_EVL304,311845,2026-02-01,EVL304,15776273,312,10
01022026_EVL304,31510,2026-02-01,EVL304,15777526,312,10
01022026_EVL304,311845,2026-02-01,EVL304,15777526,312,10
01022026_EVL304,31510,2026-02-01,EVL304,15777638,312,10
01022026_EVL304,311845,2026-02-01,EVL304,15777638,312,10
01022026_EVL304,31510,2026-02-01,EVL304,15777698,312,10
01022026_EVL304,311845,2026-02-01,EVL304,15777698,312,10
02022026_EVL304,311941,2026-02-02,EVL304,15782344,311,300
02022026_EVL304,311953,2026-02-02,EVL304,15782344,311,300
02022026_EVL304,311941,2026-02-02,EVL304,15782831,311,300
02022026_EVL304,311953,2026-02-02,EVL304,15782831,311,300
02022026_EVL304,311941,2026-02-02,EVL304,15783166,311,300
02022026_EVL304,311953,2026-02-02,EVL304,15783166,311,300
02022026_EVL304,311941,2026-02-02,EVL304,15783179,311,300
02022026_EVL304,311953,2026-02-02,EVL304,15783179,311,300
03022026_EVL304,1112314,2026-02-03,EVL304,15787639,312,10
03022026_EVL304,311875,2026-02-03,EVL304,15787639,312,10
03022026_EVL304,1112314,2026-02-03,EVL304,15787525,331,180
03022026_EVL304,311875,2026-02-03,EVL304,15787525,331,180
03022026_EVL304,1112314,2026-02-03,EVL304,15788229,312,10
03022026_EVL304,311875,2026-02-03,EVL304,15788229,312,10
03022026_EVL304,1112314,2026-02-03,EVL304,15788636,312,10
03022026_EVL304,311875,2026-02-03,EVL304,15788636,312,10
04022026_EVL304,311384,2026-02-04,EVL304,15790390,311,440
04022026_EVL304,311154,2026-02-04,EVL304,15790390,311,440
04022026_EVL304,311384,2026-02-04,EVL304,15791537,311,440
04022026_EVL304,311154,2026-02-04,EVL304,15791537,311,440
04022026_EVL304,311384,2026-02-04,EVL304,15791823,311,440
04022026_EVL304,311154,2026-02-04,EVL304,15791823,311,440
04022026_EVL304,311384,2026-02-04,EVL304,15794715,311,440
04022026_EVL304,311154,2026-02-04,EVL304,15794715,311,440
05022026_EVL304,311588,2026-02-05,EVL304,15798525,301,620
05022026_EVL304,311603,2026-02-05,EVL304,15798525,301,620
05022026_EVL304,311588,2026-02-05,EVL304,15798937,311,440
05022026_EVL304,311603,2026-02-05,EVL304,15798937,311,440
05022026_EVL304,311588,2026-02-05,EVL304,15799015,381,343
05022026_EVL304,311603,2026-02-05,EVL304,15799015,381,343
05022026_EVL304,311588,2026-02-05,EVL304,15799132,311,300
05022026_EVL304,311603,2026-02-05,EVL304,15799132,311,300
05022026_EVL304,311588,2026-02-05,EVL304,15799289,311,440
05022026_EVL304,311603,2026-02-05,EVL304,15799289,311,440
05022026_EVL304,311588,2026-02-05,EVL304,15800033,311,440
05022026_EVL304,311603,2026-02-05,EVL304,15800033,311,440
05022026_EVL304,311588,2026-02-05,EVL304,15800813,341,440
05022026_EVL304,311603,2026-02-05,EVL304,15800813,341,440
06022026_EVL304,311588,2026-02-06,EVL304,15782553,799,899
06022026_EVL304,311603,2026-02-06,EVL304,15782553,799,899
06022026_EVL304,311588,2026-02-06,EVL304,15804032,799,899
06022026_EVL304,311603,2026-02-06,EVL304,15804032,799,899
06022026_EVL304,311588,2026-02-06,EVL304,15804249,311,440
06022026_EVL304,311603,2026-02-06,EVL304,15804249,311,440
06022026_EVL304,311588,2026-02-06,EVL304,15804507,342,343
06022026_EVL304,311603,2026-02-06,EVL304,15804507,342,343
06022026_EVL304,311588,2026-02-06,EVL304,15804771,311,440
06022026_EVL304,311603,2026-02-06,EVL304,15804771,311,440
06022026_EVL304,311588,2026-02-06,EVL304,15804574,799,897
06022026_EVL304,311603,2026-02-06,EVL304,15804574,799,897
07022026_EVL304,311712,2026-02-07,EVL304,15808313,311,620
07022026_EVL304,311465,2026-02-07,EVL304,15808313,311,620
07022026_EVL304,311712,2026-02-07,EVL304,15632048,799,897
07022026_EVL304,311465,2026-02-07,EVL304,15632048,799,897
08022026_EVL304,31417,2026-02-08,EVL304,15811664,311,620
08022026_EVL304,31416,2026-02-08,EVL304,15811664,311,620
08022026_EVL304,31417,2026-02-08,EVL304,15811625,311,620
08022026_EVL304,31416,2026-02-08,EVL304,15811625,311,620
08022026_EVL304,31417,2026-02-08,EVL304,15811928,799,897
08022026_EVL304,31416,2026-02-08,EVL304,15811928,799,897
08022026_EVL304,31417,2026-02-08,EVL304,15812089,331,300
08022026_EVL304,31416,2026-02-08,EVL304,15812089,331,300
09022026_EVL304,31507,2026-02-09,EVL304,15814654,311,300
09022026_EVL304,3150,2026-02-09,EVL304,15814654,311,300
09022026_EVL304,31507,2026-02-09,EVL304,15815294,311,300
09022026_EVL304,3150,2026-02-09,EVL304,15815294,311,300
09022026_EVL304,31507,2026-02-09,EVL304,15816511,311,490
09022026_EVL304,3150,2026-02-09,EVL304,15816511,311,490
09022026_EVL304,31507,2026-02-09,EVL304,15816961,311,20
09022026_EVL304,3150,2026-02-09,EVL304,15816961,311,20
10022026_EVL304,311456,2026-02-10,EVL304,15819084,311,440
10022026_EVL304,311081,2026-02-10,EVL304,15819084,311,440
10022026_EVL304,311456,2026-02-10,EVL304,15819665,311,440
10022026_EVL304,311081,2026-02-10,EVL304,15819665,311,440
10022026_EVL304,311456,2026-02-10,EVL304,15819195,341,440
10022026_EVL304,311081,2026-02-10,EVL304,15819195,341,440
10022026_EVL304,311456,2026-02-10,EVL304,15820457,341,440
10022026_EVL304,311081,2026-02-10,EVL304,15820457,341,440
10022026_EVL304,311456,2026-02-10,EVL304,15821754,799,897
10022026_EVL304,311081,2026-02-10,EVL304,15821754,799,897
11022026_EVL304,311682,2026-02-11,EVL304,15824554,311,300
11022026_EVL304,31631,2026-02-11,EVL304,15824554,311,300
11022026_EVL304,311682,2026-02-11,EVL304,15825122,799,897
11022026_EVL304,31631,2026-02-11,EVL304,15825122,799,897
11022026_EVL304,311682,2026-02-11,EVL304,15825063,341,300
11022026_EVL304,31631,2026-02-11,EVL304,15825063,341,300
11022026_EVL304,311682,2026-02-11,EVL304,15825695,311,440
11022026_EVL304,31631,2026-02-11,EVL304,15825695,311,440
12022026_EVL304,31631,2026-02-12,EVL304,15829807,311,620
12022026_EVL304,311682,2026-02-12,EVL304,15829807,311,620
12022026_EVL304,31631,2026-02-12,EVL304,15830546,311,440
12022026_EVL304,311682,2026-02-12,EVL304,15830546,311,440
12022026_EVL304,31631,2026-02-12,EVL304,15830585,311,440
12022026_EVL304,311682,2026-02-12,EVL304,15830585,311,440
12022026_EVL304,31631,2026-02-12,EVL304,15831253,311,490
12022026_EVL304,311682,2026-02-12,EVL304,15831253,311,490
12022026_EVL304,31631,2026-02-12,EVL304,15831480,311,440
12022026_EVL304,311682,2026-02-12,EVL304,15831480,311,440
13022026_EVL304,31945,2026-02-13,EVL304,15834809,312,10
13022026_EVL304,311381,2026-02-13,EVL304,15834809,312,10
13022026_EVL304,31945,2026-02-13,EVL304,15835080,312,10
13022026_EVL304,311381,2026-02-13,EVL304,15835080,312,10
14022026_EVL304,1112299,2026-02-14,EVL304,15804149,799,897
14022026_EVL304,311605,2026-02-14,EVL304,15804149,799,897
14022026_EVL304,1112299,2026-02-14,EVL304,15840666,301,300
14022026_EVL304,311605,2026-02-14,EVL304,15840666,301,300
14022026_EVL304,1112299,2026-02-14,EVL304,15840780,311,300
14022026_EVL304,311605,2026-02-14,EVL304,15840780,311,300
14022026_EVL304,1112299,2026-02-14,EVL304,15840954,341,300
14022026_EVL304,311605,2026-02-14,EVL304,15840954,341,300
14022026_EVL303,1112283,2026-02-14,EVL303,15840571,311,490
14022026_EVL303,311646,2026-02-14,EVL303,15840571,311,490
14022026_EVL303,1112283,2026-02-14,EVL303,15840795,311,490
14022026_EVL303,311646,2026-02-14,EVL303,15840795,311,490
14022026_EVL303,1112283,2026-02-14,EVL303,15841958,341,490
14022026_EVL303,311646,2026-02-14,EVL303,15841958,341,490
15022026_EVL303,,2026-02-15,EVL303,15632055,799,899
15022026_EVL303,,2026-02-15,EVL303,15828046,799,899
15022026_EVL303,,2026-02-15,EVL303,15843749,799,899
15022026_EVL303,,2026-02-15,EVL303,15844425,799,897
17022026_EVL302,1112674,2026-02-17,EVL302,15853074,343,490
27022026_EVL302,311799,2026-02-27,EVL302,15887055,799,897
27022026_EVL302,1112674,2026-02-27,EVL302,15887055,799,897
14022026_EVL301,1112831,2026-02-14,EVL301,15804356,799,897
14022026_EVL301,1112302,2026-02-14,EVL301,15804356,799,897
14022026_EVL301,1112831,2026-02-14,EVL301,15840544,311,490
14022026_EVL301,1112302,2026-02-14,EVL301,15840544,311,490
14022026_EVL301,1112831,2026-02-14,EVL301,15840724,341,443
14022026_EVL301,1112302,2026-02-14,EVL301,15840724,341,443
16022026_EVL301,1112364,2026-02-16,EVL301,15846776,799,897
16022026_EVL301,1112302,2026-02-16,EVL301,15846776,799,897
16022026_EVL301,1112364,2026-02-16,EVL301,15847283,311,490
16022026_EVL301,1112302,2026-02-16,EVL301,15847283,311,490
16022026_EVL301,1112364,2026-02-16,EVL301,15846441,799,897
16022026_EVL301,1112302,2026-02-16,EVL301,15846441,799,897
17022026_EVL301,1112364,2026-02-17,EVL301,15188596,799,897
17022026_EVL301,1112364,2026-02-17,EVL301,15846725,799,897
17022026_EVL301,1112364,2026-02-17,EVL301,15846758,799,897
28022026_EVL301,1112670,2026-02-28,EVL301,15899407,311,300
28022026_EVL301,1112735,2026-02-28,EVL301,15899407,311,300
15022026_EVL300,,2026-02-15,EVL300,15843752,799,897
15022026_EVL300,,2026-02-15,EVL300,15844233,799,897
15022026_EVL300,,2026-02-15,EVL300,15844335,201,920
27022026_EVL300,1112394,2026-02-27,EVL300,15888288,799,899
27022026_EVL300,1112358,2026-02-27,EVL300,15888288,799,899
27022026_EVL300,1112394,2026-02-27,EVL300,15892904,341,490
27022026_EVL300,1112358,2026-02-27,EVL300,15892904,341,490
27022026_EVL300,1112394,2026-02-27,EVL300,15892734,341,490
27022026_EVL300,1112358,2026-02-27,EVL300,15892734,341,490
03022026_EVL200,51396,2026-02-03,EVL200,15790170,381,981
03022026_EVL200,31644,2026-02-03,EVL200,15790170,381,981
03022026_EVL200,1112552,2026-02-03,EVL200,15790170,381,981
05022026_EVL200,51396,2026-02-05,EVL200,15798525,301,620
05022026_EVL200,51422,2026-02-05,EVL200,15798525,301,620
05022026_EVL200,31644,2026-02-05,EVL200,15798525,301,620
12022026_EVL200,1112552,2026-02-12,EVL200,15832194,301,490
12022026_EVL200,51422,2026-02-12,EVL200,15832194,301,490
12022026_EVL200,51396,2026-02-12,EVL200,15832194,301,490
12022026_EVL200,31644,2026-02-12,EVL200,15832194,301,490
01022026_EVL136,311536,2026-02-01,EVL136,15779912,301,180
01022026_EVL136,31419,2026-02-01,EVL136,15779912,301,180
01022026_EVL136,311536,2026-02-01,EVL136,15780395,312,343
01022026_EVL136,31419,2026-02-01,EVL136,15780395,312,343
01022026_EVL136,311536,2026-02-01,EVL136,15780290,311,620
01022026_EVL136,31419,2026-02-01,EVL136,15780290,311,620
01022026_EVL136,311536,2026-02-01,EVL136,15781156,341,443
01022026_EVL136,31419,2026-02-01,EVL136,15781156,341,443
02022026_EVL136,311536,2026-02-02,EVL136,15786669,201,180
02022026_EVL136,31419,2026-02-02,EVL136,15786669,201,180
02022026_EVL136,311536,2026-02-02,EVL136,15786375,312,300
02022026_EVL136,31419,2026-02-02,EVL136,15786375,312,300
03022026_EVL136,311536,2026-02-03,EVL136,15791425,341,443
03022026_EVL136,31419,2026-02-03,EVL136,15791425,341,443
03022026_EVL136,311536,2026-02-03,EVL136,15791066,341,443
03022026_EVL136,31419,2026-02-03,EVL136,15791066,341,443
03022026_EVL136,311536,2026-02-03,EVL136,15792504,312,300
03022026_EVL136,31419,2026-02-03,EVL136,15792504,312,300
03022026_EVL136,311536,2026-02-03,EVL136,15789659,341,490
03022026_EVL136,31419,2026-02-03,EVL136,15789659,341,490
06022026_EVL136,311536,2026-02-06,EVL136,15807507,301,440
06022026_EVL136,31419,2026-02-06,EVL136,15807507,301,440
06022026_EVL136,311536,2026-02-06,EVL136,15807309,341,620
06022026_EVL136,31419,2026-02-06,EVL136,15807309,341,620
06022026_EVL136,311536,2026-02-06,EVL136,15807675,341,490
06022026_EVL136,31419,2026-02-06,EVL136,15807675,341,490
06022026_EVL136,311536,2026-02-06,EVL136,15806758,341,443
06022026_EVL136,31419,2026-02-06,EVL136,15806758,341,443
08022026_EVL136,311536,2026-02-08,EVL136,15813818,106,301
08022026_EVL136,31419,2026-02-08,EVL136,15813818,106,301
08022026_EVL136,311536,2026-02-08,EVL136,15813899,341,620
08022026_EVL136,31419,2026-02-08,EVL136,15813899,341,620
08022026_EVL136,311536,2026-02-08,EVL136,15811989,799,899
08022026_EVL136,31419,2026-02-08,EVL136,15811989,799,899
08022026_EVL136,311536,2026-02-08,EVL136,15798534,799,899
08022026_EVL136,31419,2026-02-08,EVL136,15798534,799,899
09022026_EVL136,311798,2026-02-09,EVL136,15817891,104,300
09022026_EVL136,1112459,2026-02-09,EVL136,15817891,104,300
09022026_EVL136,311798,2026-02-09,EVL136,15843654,341,620
09022026_EVL136,1112459,2026-02-09,EVL136,15843654,341,620
09022026_EVL136,311798,2026-02-09,EVL136,15818375,129,880
09022026_EVL136,1112459,2026-02-09,EVL136,15818375,129,880
11022026_EVL136,311536,2026-02-11,EVL136,15828284,312,300
11022026_EVL136,31419,2026-02-11,EVL136,15828284,312,300
11022026_EVL136,311536,2026-02-11,EVL136,15829114,311,300
11022026_EVL136,31419,2026-02-11,EVL136,15829114,311,300
11022026_EVL136,311536,2026-02-11,EVL136,15828916,311,300
11022026_EVL136,31419,2026-02-11,EVL136,15828916,311,300
11022026_EVL136,311536,2026-02-11,EVL136,15827783,342,343
11022026_EVL136,31419,2026-02-11,EVL136,15827783,342,343
17022026_EVL136,311536,2026-02-17,EVL136,15854933,341,620
17022026_EVL136,311536,2026-02-17,EVL136,15854378,312,300
17022026_EVL136,311536,2026-02-17,EVL136,15854187,312,300
18022026_EVL136,311536,2026-02-18,EVL136,15856803,341,620
18022026_EVL136,31419,2026-02-18,EVL136,15856803,341,620
18022026_EVL136,311536,2026-02-18,EVL136,15858963,341,460
18022026_EVL136,31419,2026-02-18,EVL136,15858963,341,460
18022026_EVL136,311536,2026-02-18,EVL136,15859447,341,490
18022026_EVL136,31419,2026-02-18,EVL136,15859447,341,490
18022026_EVL136,311536,2026-02-18,EVL136,15858494,311,300
18022026_EVL136,31419,2026-02-18,EVL136,15858494,311,300
18022026_EVL136,311536,2026-02-18,EVL136,15859611,381,302
18022026_EVL136,31419,2026-02-18,EVL136,15859611,381,302
19022026_EVL136,311536,2026-02-19,EVL136,15863125,341,443
19022026_EVL136,31419,2026-02-19,EVL136,15863125,341,443
19022026_EVL136,311536,2026-02-19,EVL136,15863320,312,300
19022026_EVL136,31419,2026-02-19,EVL136,15863320,312,300
19022026_EVL136,311536,2026-02-19,EVL136,15863604,341,620
19022026_EVL136,31419,2026-02-19,EVL136,15863604,341,620
21022026_EVL136,311536,2026-02-21,EVL136,15870236,311,490
21022026_EVL136,31419,2026-02-21,EVL136,15870236,311,490
21022026_EVL136,311536,2026-02-21,EVL136,15870407,312,300
21022026_EVL136,31419,2026-02-21,EVL136,15870407,312,300
21022026_EVL136,311536,2026-02-21,EVL136,15869506,341,443
21022026_EVL136,31419,2026-02-21,EVL136,15869506,341,443
21022026_EVL136,311536,2026-02-21,EVL136,15870214,342,343
21022026_EVL136,31419,2026-02-21,EVL136,15870214,342,343
22022026_EVL136,311536,2026-02-22,EVL136,15872750,341,443
22022026_EVL136,31419,2026-02-22,EVL136,15872750,341,443
22022026_EVL136,311536,2026-02-22,EVL136,15872365,342,300
22022026_EVL136,31419,2026-02-22,EVL136,15872365,342,300
22022026_EVL136,311536,2026-02-22,EVL136,15873205,342,300
22022026_EVL136,31419,2026-02-22,EVL136,15873205,342,300
23022026_EVL136,311536,2026-02-23,EVL136,15877313,312,300
23022026_EVL136,31419,2026-02-23,EVL136,15877313,312,300
23022026_EVL136,311536,2026-02-23,EVL136,15876268,341,443
23022026_EVL136,31419,2026-02-23,EVL136,15876268,341,443
23022026_EVL136,311536,2026-02-23,EVL136,15876630,341,620
23022026_EVL136,31419,2026-02-23,EVL136,15876630,341,620
23022026_EVL136,311536,2026-02-23,EVL136,15876757,341,490
23022026_EVL136,31419,2026-02-23,EVL136,15876757,341,490
23022026_EVL136,311536,2026-02-23,EVL136,15877237,342,300
23022026_EVL136,31419,2026-02-23,EVL136,15877237,342,300
24022026_EVL136,,2026-02-24,EVL136,15881489,311,300
24022026_EVL136,,2026-02-24,EVL136,15881612,341,443
24022026_EVL136,,2026-02-24,EVL136,15881841,341,620
24022026_EVL136,,2026-02-24,EVL136,15881936,341,620
25022026_EVL136,1112466,2026-02-25,EVL136,15886113,312,343
25022026_EVL136,1112459,2026-02-25,EVL136,15886113,312,343
25022026_EVL136,1112466,2026-02-25,EVL136,15884585,129,880
25022026_EVL136,1112459,2026-02-25,EVL136,15884585,129,880
25022026_EVL136,1112466,2026-02-25,EVL136,15886132,312,300
